generation,rank_1,rank_2,swapAccepted
60368000,3,4,1
60369000,2,3,1
60370000,2,3,1
60371000,1,4,1
60372000,3,4,1
60373000,2,3,0
60374000,2,3,1
60375000,1,3,1
60376000,2,3,0
60377000,2,4,0
60378000,3,4,1
60379000,1,3,0
60380000,2,4,1
60381000,1,2,1
60382000,2,3,0
60383000,2,3,0
60384000,2,3,0
60385000,1,2,1
60386000,1,2,1
60387000,1,4,1
60388000,1,4,1
60389000,1,2,1
60390000,2,4,1
60391000,1,3,1
60392000,2,3,1
60393000,2,3,1
60394000,1,4,1
60395000,1,4,0
60396000,1,4,1
60397000,2,3,1
60398000,1,3,1
60399000,2,4,1
60400000,1,2,1
60401000,1,4,1
60402000,2,4,1
60403000,2,3,0
60404000,3,4,1
60405000,3,4,1
60406000,1,4,1
60407000,2,3,1
60408000,2,4,1
60409000,3,4,1
60410000,1,4,1
60411000,1,3,0
60412000,3,4,1
60413000,1,4,0
60414000,2,3,1
60415000,3,4,1
60416000,3,4,1
60417000,2,3,0
60418000,1,3,1
60419000,1,2,1
60420000,1,4,0
60421000,1,4,0
60422000,1,4,0
60423000,1,4,0
60424000,2,3,1
60425000,2,4,0
60426000,2,4,0
60427000,3,4,0
60428000,3,4,0
60429000,1,4,0
60430000,2,3,0
60431000,2,4,0
60432000,1,3,1
60433000,1,4,0
60434000,1,3,1
60435000,1,2,1
60436000,2,4,0
60437000,1,2,0
60438000,1,3,1
60439000,1,3,1
60440000,2,4,0
60441000,1,3,1
60442000,2,3,1
60443000,1,4,0
60444000,1,3,0
60445000,1,2,1
60446000,2,4,0
60447000,1,2,0
60448000,1,4,0
60449000,1,2,1
60450000,3,4,1
60451000,1,3,0
60452000,1,2,1
60453000,2,3,1
60454000,2,4,1
60455000,1,4,0
60456000,2,3,1
60457000,1,4,0
60458000,2,3,1
60459000,2,3,1
60460000,3,4,1
60461000,1,4,0
60462000,1,4,1
60463000,2,3,1
60464000,2,3,1
60465000,1,4,1
60466000,2,3,1
60467000,2,3,1
60468000,1,4,1
60469000,1,3,0
60470000,1,2,1
60471000,3,4,1
60472000,2,3,1
60473000,2,4,0
60474000,1,4,0
60475000,3,4,0
60476000,2,3,1
60477000,3,4,0
60478000,2,4,0
60479000,1,3,1
60480000,1,3,1
60481000,2,3,1
60482000,2,3,1
60483000,3,4,0
60484000,2,4,1
60485000,2,3,1
60486000,1,4,1
60487000,1,4,1
60488000,1,3,0
60489000,2,4,1
60490000,3,4,1
60491000,1,3,0
60492000,1,3,1
60493000,2,4,0
60494000,2,4,0
60495000,3,4,0
60496000,3,4,0
60497000,1,4,0
60498000,1,2,1
60499000,2,3,1
60500000,1,2,0
60501000,2,4,0
60502000,1,4,0
60503000,1,4,0
60504000,3,4,1
60505000,1,4,0
60506000,3,4,1
60507000,2,4,0
60508000,2,4,1
60509000,1,2,0
60510000,2,3,1
60511000,2,4,0
60512000,2,3,1
60513000,2,3,1
60514000,2,4,1
60515000,1,4,0
60516000,2,4,1
60517000,1,2,1
60518000,1,3,0
60519000,3,4,1
60520000,2,3,1
60521000,3,4,0
60522000,2,3,1
60523000,2,3,0
60524000,1,2,1
60525000,2,4,1
60526000,1,4,1
60527000,3,4,1
60528000,1,2,0
60529000,2,4,1
60530000,1,2,1
60531000,3,4,1
60532000,1,2,1
60533000,1,3,1
60534000,2,4,1
60535000,2,4,1
60536000,2,4,1
60537000,2,3,1
60538000,1,4,1
60539000,3,4,0
60540000,1,3,1
60541000,2,3,1
60542000,1,3,1
60543000,1,3,1
60544000,3,4,1
60545000,3,4,1
60546000,1,3,1
60547000,2,3,1
60548000,1,3,1
60549000,1,3,1
60550000,1,2,1
60551000,2,4,1
60552000,1,4,0
60553000,2,3,1
60554000,2,4,1
60555000,1,4,1
60556000,3,4,1
60557000,1,2,1
60558000,2,3,1
60559000,1,2,1
60560000,1,4,0
60561000,3,4,1
60562000,1,2,1
60563000,1,2,1
60564000,1,3,0
60565000,1,4,0
60566000,3,4,1
60567000,1,2,1
60568000,1,2,1
60569000,3,4,1
60570000,3,4,1
60571000,1,3,0
60572000,1,2,1
60573000,2,3,0
60574000,2,4,1
60575000,1,4,1
60576000,2,4,1
60577000,1,2,1
60578000,1,2,1
60579000,2,4,1
60580000,1,3,1
60581000,1,2,1
60582000,1,4,1
60583000,2,4,0
60584000,1,3,1
60585000,2,3,1
60586000,2,4,0
60587000,2,3,1
60588000,1,3,1
60589000,1,4,0
60590000,1,4,0
60591000,1,3,1
60592000,3,4,1
60593000,3,4,1
60594000,2,3,0
60595000,1,3,1
60596000,1,3,1
60597000,1,2,1
60598000,3,4,0
60599000,1,4,0
60600000,1,3,0
60601000,2,3,0
60602000,1,2,1
60603000,2,3,1
60604000,3,4,0
60605000,2,3,1
60606000,2,3,1
60607000,1,2,0
60608000,1,2,1
60609000,1,3,1
60610000,2,4,0
60611000,2,4,1
60612000,1,2,0
60613000,1,4,1
60614000,2,4,1
60615000,2,4,0
60616000,2,4,0
60617000,1,2,1
60618000,1,2,1
60619000,1,3,0
60620000,2,4,1
60621000,2,3,1
60622000,2,4,1
60623000,1,4,0
60624000,1,4,0
60625000,1,4,0
60626000,2,3,0
60627000,1,3,0
60628000,2,4,0
60629000,3,4,1
60630000,2,3,1
60631000,2,4,1
60632000,1,2,0
60633000,1,2,1
60634000,1,3,1
60635000,2,3,0
60636000,1,2,1
60637000,1,3,0
60638000,2,4,0
60639000,1,3,1
60640000,1,4,1
60641000,1,3,1
60642000,1,2,1
60643000,3,4,1
60644000,3,4,1
60645000,2,3,1
60646000,3,4,0
60647000,3,4,1
60648000,2,3,1
60649000,3,4,1
60650000,1,4,0
60651000,2,3,1
60652000,1,3,0
60653000,2,3,0
60654000,2,3,1
60655000,1,2,1
60656000,1,3,1
60657000,1,3,0
60658000,3,4,1
60659000,1,3,0
60660000,1,4,1
60661000,1,4,1
60662000,1,2,1
60663000,3,4,1
60664000,1,4,1
60665000,3,4,1
60666000,3,4,1
60667000,1,3,0
60668000,1,4,1
60669000,1,4,0
60670000,3,4,0
60671000,2,3,1
60672000,3,4,1
60673000,2,3,1
60674000,2,4,1
60675000,2,3,1
60676000,3,4,1
60677000,1,3,0
60678000,1,2,1
60679000,1,2,1
60680000,2,3,1
60681000,2,3,1
60682000,1,3,0
60683000,1,3,1
60684000,2,4,1
60685000,3,4,1
60686000,2,4,1
60687000,2,3,0
60688000,2,3,0
60689000,1,4,1
60690000,3,4,1
60691000,2,4,0
60692000,3,4,1
60693000,1,4,1
60694000,1,2,1
60695000,1,4,0
60696000,1,4,0
60697000,2,4,1
60698000,1,3,1
60699000,1,4,1
60700000,2,3,1
60701000,1,3,1
60702000,2,3,0
60703000,2,4,0
60704000,2,4,1
60705000,2,4,1
60706000,1,4,0
60707000,1,3,1
60708000,1,2,1
60709000,3,4,1
60710000,1,4,1
60711000,2,4,1
60712000,3,4,1
60713000,2,4,1
60714000,2,4,1
60715000,1,2,0
60716000,2,4,1
60717000,1,3,1
60718000,2,3,1
60719000,1,3,1
60720000,1,3,0
60721000,2,4,0
60722000,1,2,1
60723000,2,4,0
60724000,1,4,1
60725000,3,4,1
60726000,1,2,1
60727000,3,4,1
60728000,1,4,0
60729000,2,3,1
60730000,2,4,1
60731000,3,4,1
60732000,1,2,0
60733000,2,4,1
60734000,2,4,1
60735000,1,3,0
60736000,1,4,0
60737000,3,4,1
60738000,1,2,1
60739000,3,4,1
60740000,2,3,0
60741000,2,3,1
60742000,1,4,1
60743000,1,4,1
60744000,2,3,1
60745000,3,4,1
60746000,2,4,0
60747000,2,4,1
60748000,2,4,1
60749000,1,3,1
60750000,1,2,1
60751000,2,4,1
60752000,1,2,0
60753000,2,3,1
60754000,2,4,1
60755000,1,2,1
60756000,3,4,1
60757000,1,4,1
60758000,2,3,1
60759000,1,2,1
60760000,1,4,1
60761000,2,4,1
60762000,1,3,1
60763000,3,4,1
60764000,2,3,1
60765000,2,3,1
60766000,1,3,0
60767000,1,4,1
60768000,1,3,1
60769000,3,4,1
60770000,1,2,1
60771000,1,3,1
60772000,3,4,1
60773000,2,3,1
60774000,2,4,1
60775000,3,4,1
60776000,1,3,1
60777000,1,2,1
60778000,1,4,1
60779000,1,3,1
60780000,2,4,1
60781000,1,3,0
60782000,1,2,0
60783000,3,4,1
60784000,3,4,0
60785000,2,4,1
60786000,1,2,0
60787000,2,3,1
60788000,1,4,0
60789000,3,4,0
60790000,1,3,0
60791000,1,4,0
60792000,2,4,0
60793000,3,4,1
60794000,3,4,1
60795000,1,3,1
60796000,2,3,1
60797000,1,4,0
60798000,2,3,0
60799000,2,3,1
60800000,1,3,1
60801000,1,3,1
60802000,2,4,0
60803000,1,4,0
60804000,1,4,1
60805000,3,4,1
60806000,2,4,0
60807000,3,4,1
60808000,1,2,1
60809000,1,3,0
60810000,1,2,1
60811000,3,4,1
60812000,3,4,1
60813000,1,4,0
60814000,3,4,0
60815000,2,4,0
60816000,3,4,0
60817000,3,4,1
60818000,1,4,1
60819000,1,4,1
60820000,2,4,0
60821000,2,3,0
60822000,3,4,1
60823000,1,4,0
60824000,2,3,1
60825000,1,4,0
60826000,1,4,0
60827000,1,2,1
60828000,1,2,1
60829000,3,4,0
60830000,2,4,0
60831000,2,3,1
60832000,1,3,1
60833000,1,2,1
60834000,2,3,1
60835000,3,4,0
60836000,2,4,0
60837000,2,4,0
60838000,2,3,1
60839000,1,4,1
60840000,2,4,0
60841000,2,4,1
60842000,1,2,1
60843000,3,4,1
60844000,2,4,1
60845000,1,4,0
60846000,2,3,1
60847000,1,4,0
60848000,3,4,1
60849000,1,4,1
60850000,2,3,1
60851000,2,3,1
60852000,1,4,1
60853000,1,2,1
60854000,2,4,1
60855000,1,4,1
60856000,1,2,1
60857000,1,3,1
60858000,1,2,1
60859000,3,4,1
60860000,3,4,1
60861000,3,4,1
60862000,2,4,0
60863000,2,4,0
60864000,1,2,1
60865000,2,3,1
60866000,2,4,1
60867000,2,3,1
60868000,1,4,1
60869000,1,3,1
60870000,2,3,1
60871000,1,4,1
60872000,2,3,1
60873000,2,4,1
60874000,2,4,1
60875000,2,4,1
60876000,1,3,1
60877000,1,2,1
60878000,3,4,1
60879000,2,3,1
60880000,3,4,1
60881000,1,4,1
60882000,2,4,0
60883000,1,4,1
60884000,2,3,1
60885000,2,4,1
60886000,1,3,1
60887000,2,4,1
60888000,3,4,1
60889000,2,4,0
60890000,1,4,0
60891000,2,4,0
60892000,2,4,0
60893000,2,3,1
60894000,1,2,1
60895000,2,4,1
60896000,2,3,1
60897000,1,3,0
60898000,3,4,1
60899000,1,2,1
60900000,3,4,1
60901000,1,4,0
60902000,1,4,0
60903000,1,3,0
60904000,2,3,0
60905000,1,3,0
60906000,3,4,1
60907000,1,4,1
60908000,1,2,1
60909000,1,3,1
60910000,3,4,1
60911000,1,2,1
60912000,2,3,1
60913000,3,4,1
60914000,1,3,1
60915000,1,2,1
60916000,1,3,0
60917000,2,3,1
60918000,1,3,0
60919000,1,4,1
60920000,1,4,1
60921000,1,4,0
60922000,3,4,1
60923000,1,4,0
60924000,2,3,1
60925000,2,3,1
60926000,1,3,0
60927000,1,3,0
60928000,3,4,1
60929000,2,4,1
60930000,1,3,0
60931000,1,4,0
60932000,1,3,1
60933000,2,4,0
60934000,1,4,1
60935000,1,2,1
60936000,3,4,1
60937000,1,2,1
60938000,2,3,0
60939000,2,3,1
60940000,2,3,1
60941000,2,3,1
60942000,1,4,1
60943000,3,4,1
60944000,1,2,0
60945000,3,4,1
60946000,1,2,1
60947000,3,4,1
60948000,3,4,1
60949000,1,2,1
60950000,1,2,1
60951000,2,4,1
60952000,2,3,1
60953000,1,3,1
60954000,1,4,1
60955000,1,3,1
60956000,2,3,1
60957000,2,3,1
60958000,3,4,1
60959000,1,3,1
60960000,1,2,0
60961000,1,2,1
60962000,2,3,1
60963000,1,2,1
60964000,2,4,1
60965000,3,4,1
60966000,1,2,1
60967000,2,3,1
60968000,2,4,1
60969000,3,4,1
60970000,1,2,1
60971000,3,4,0
60972000,2,4,0
60973000,2,4,0
60974000,2,3,1
60975000,3,4,0
60976000,2,3,1
60977000,1,2,1
60978000,1,3,1
60979000,1,2,1
60980000,1,2,1
60981000,1,3,1
60982000,2,3,0
60983000,1,3,1
60984000,2,3,1
60985000,1,3,1
60986000,1,4,0
60987000,1,2,1
60988000,1,3,0
60989000,1,4,0
60990000,1,4,0
60991000,2,4,0
60992000,1,3,1
60993000,3,4,0
60994000,2,4,0
60995000,2,3,0
60996000,1,4,0
60997000,3,4,1
60998000,1,2,1
60999000,1,4,1
61000000,1,3,0
61001000,1,3,0
61002000,1,3,0
61003000,1,4,1
61004000,1,3,0
61005000,1,2,1
61006000,2,3,0
61007000,1,4,0
61008000,1,2,1
61009000,2,3,0
61010000,1,4,1
61011000,2,4,1
61012000,2,4,0
61013000,1,2,1
61014000,1,2,0
61015000,1,3,0
61016000,1,2,0
61017000,1,3,0
61018000,2,3,1
61019000,1,2,0
61020000,2,3,1
61021000,2,4,1
61022000,1,3,0
61023000,1,3,1
61024000,1,4,1
61025000,1,2,1
61026000,1,2,1
61027000,1,2,1
61028000,3,4,0
61029000,2,3,1
61030000,1,3,0
61031000,1,2,1
61032000,2,4,0
61033000,1,3,1
61034000,1,4,0
61035000,1,4,1
61036000,1,4,1
61037000,3,4,1
61038000,3,4,1
61039000,1,2,1
61040000,1,2,1
61041000,1,2,1
61042000,2,4,1
61043000,1,2,1
61044000,1,2,1
61045000,1,2,1
61046000,1,2,1
61047000,1,4,1
61048000,1,2,1
61049000,1,4,1
61050000,1,4,0
61051000,1,2,1
61052000,1,4,1
61053000,3,4,1
61054000,2,4,1
61055000,2,4,1
61056000,1,3,1
61057000,2,4,1
61058000,2,3,1
61059000,2,4,1
61060000,1,3,1
61061000,1,2,1
61062000,2,4,1
61063000,1,2,0
61064000,1,4,1
61065000,2,4,1
61066000,1,4,0
61067000,1,2,1
61068000,2,4,1
61069000,1,4,1
61070000,3,4,1
61071000,3,4,1
61072000,2,3,1
61073000,2,4,1
61074000,3,4,1
61075000,1,4,0
61076000,1,2,1
61077000,1,3,0
61078000,3,4,1
61079000,1,4,1
61080000,3,4,1
61081000,2,3,1
61082000,2,3,0
61083000,1,2,1
61084000,1,2,1
61085000,1,3,1
61086000,2,3,1
61087000,1,3,1
61088000,3,4,0
61089000,3,4,0
61090000,2,4,0
61091000,1,2,1
61092000,2,4,0
61093000,1,4,0
61094000,3,4,1
61095000,1,4,0
61096000,1,2,1
61097000,1,3,0
61098000,3,4,1
61099000,2,3,0
61100000,1,2,0
61101000,1,4,0
61102000,1,2,1
61103000,1,2,1
61104000,3,4,1
61105000,2,3,1
61106000,1,3,1
61107000,2,4,1
61108000,1,3,1
61109000,3,4,1
61110000,1,3,0
61111000,1,3,0
61112000,2,4,1
61113000,3,4,1
61114000,1,2,1
61115000,1,3,1
61116000,1,3,1
61117000,3,4,1
61118000,3,4,1
61119000,1,4,0
61120000,2,4,0
61121000,2,3,1
61122000,1,3,1
61123000,2,3,1
61124000,1,4,0
61125000,2,3,1
61126000,2,4,0
61127000,1,4,0
61128000,2,3,1
61129000,1,2,1
61130000,1,2,1
61131000,3,4,0
61132000,2,3,1
61133000,2,3,1
61134000,1,2,0
61135000,2,3,0
61136000,1,3,0
61137000,1,4,0
61138000,1,2,0
61139000,2,4,0
61140000,1,3,0
61141000,1,3,1
61142000,2,4,0
61143000,3,4,0
61144000,1,3,1
61145000,2,4,1
61146000,2,4,1
61147000,2,4,1
61148000,2,4,1
61149000,1,3,1
61150000,1,3,1
61151000,2,4,1
61152000,2,3,1
61153000,1,2,1
61154000,2,3,1
61155000,2,4,1
61156000,3,4,1
61157000,2,3,1
61158000,2,4,1
61159000,2,3,1
61160000,1,4,0
61161000,1,2,1
61162000,1,2,1
61163000,2,3,1
61164000,1,4,0
61165000,1,2,1
61166000,2,4,0
61167000,1,3,1
61168000,2,4,0
61169000,2,3,0
61170000,1,3,1
61171000,2,3,0
61172000,2,3,0
61173000,2,3,1
61174000,1,4,0
61175000,1,3,1
61176000,3,4,1
61177000,3,4,1
61178000,2,3,1
61179000,1,3,1
61180000,1,2,1
61181000,2,4,0
61182000,1,4,0
61183000,3,4,1
61184000,2,3,1
61185000,2,3,1
61186000,1,4,1
61187000,2,3,1
61188000,2,3,0
61189000,1,3,0
61190000,1,4,0
61191000,2,3,1
61192000,3,4,1
61193000,1,2,1
61194000,1,3,0
61195000,2,4,1
61196000,1,4,1
61197000,1,2,1
61198000,3,4,1
61199000,2,4,1
61200000,1,3,1
61201000,2,4,1
61202000,1,4,0
61203000,1,3,1
61204000,2,3,1
61205000,2,4,1
61206000,1,2,1
61207000,1,3,1
61208000,1,3,1
61209000,2,4,1
61210000,1,4,0
61211000,2,4,0
61212000,3,4,1
61213000,2,3,0
61214000,2,4,1
61215000,1,2,1
61216000,1,2,0
61217000,1,3,0
61218000,3,4,1
61219000,1,2,1
61220000,3,4,1
61221000,2,4,0
61222000,2,3,1
61223000,1,3,1
61224000,1,3,1
61225000,1,3,1
61226000,1,3,0
61227000,2,3,1
61228000,1,4,0
61229000,1,2,1
61230000,3,4,1
61231000,2,4,1
61232000,3,4,1
61233000,1,2,1
61234000,1,3,1
61235000,1,4,0
61236000,2,4,1
61237000,1,4,0
61238000,1,4,1
61239000,1,4,1
61240000,2,3,1
61241000,1,4,1
61242000,2,3,1
61243000,1,2,1
61244000,2,3,1
61245000,2,3,1
61246000,1,2,1
61247000,1,4,1
61248000,3,4,1
61249000,2,4,1
61250000,2,4,1
61251000,2,3,1
61252000,1,4,1
61253000,1,4,1
61254000,3,4,1
61255000,1,2,1
61256000,1,2,1
61257000,1,2,1
61258000,1,3,1
61259000,2,4,1
61260000,1,2,1
61261000,1,4,1
61262000,1,3,0
61263000,2,4,1
61264000,1,4,0
61265000,1,2,1
61266000,3,4,1
61267000,1,4,1
61268000,2,3,0
61269000,2,4,1
61270000,1,3,0
61271000,1,3,0
61272000,2,4,1
61273000,1,3,1
61274000,2,4,0
61275000,1,2,1
61276000,2,4,1
61277000,2,3,1
61278000,1,3,1
61279000,2,4,1
61280000,1,2,1
61281000,2,4,1
61282000,3,4,1
61283000,1,3,1
61284000,1,4,1
61285000,2,3,1
61286000,3,4,0
61287000,1,4,0
61288000,2,4,1
61289000,1,4,1
61290000,1,2,1
61291000,1,2,1
61292000,2,3,1
61293000,1,3,0
61294000,1,2,1
61295000,1,3,1
61296000,1,2,1
61297000,1,2,1
61298000,1,4,1
61299000,2,4,0
61300000,1,2,1
61301000,1,2,0
61302000,1,3,1
61303000,3,4,1
61304000,1,4,1
61305000,2,3,1
61306000,1,2,0
61307000,2,3,1
61308000,2,4,1
61309000,2,3,1
61310000,1,3,1
61311000,1,3,1
61312000,1,2,1
61313000,1,4,0
61314000,1,4,0
61315000,2,4,0
61316000,1,4,1
61317000,2,4,0
61318000,2,3,1
61319000,3,4,1
61320000,2,3,1
61321000,1,2,1
61322000,2,4,1
61323000,2,4,0
61324000,2,3,1
61325000,1,3,1
61326000,1,3,0
61327000,2,4,1
61328000,1,4,1
61329000,1,2,1
61330000,1,4,1
61331000,1,2,1
61332000,2,3,1
61333000,3,4,1
61334000,2,3,1
61335000,2,3,1
61336000,1,3,0
61337000,3,4,1
61338000,3,4,1
61339000,2,3,1
61340000,1,2,1
61341000,1,2,1
61342000,3,4,1
61343000,1,4,1
61344000,3,4,1
61345000,2,4,1
61346000,3,4,0
61347000,2,4,1
61348000,1,3,1
61349000,3,4,1
61350000,1,3,1
61351000,1,4,0
61352000,1,3,0
61353000,1,3,1
61354000,1,3,1
61355000,2,3,1
61356000,2,4,1
61357000,1,2,1
61358000,1,3,1
61359000,1,2,1
61360000,1,4,0
61361000,2,3,1
61362000,1,4,0
61363000,1,2,1
61364000,1,3,1
61365000,1,4,0
61366000,3,4,1
61367000,2,4,1
61368000,1,4,1
61369000,3,4,1
61370000,1,4,0
61371000,1,4,0
61372000,1,2,0
61373000,1,3,1
61374000,2,4,1
61375000,1,4,0
61376000,2,4,1
61377000,2,3,1
61378000,1,4,0
61379000,1,4,1
61380000,1,4,1
61381000,1,2,1
61382000,1,3,0
61383000,1,4,1
61384000,2,4,1
61385000,1,4,0
61386000,3,4,1
61387000,1,2,1
61388000,3,4,1
61389000,1,3,1
61390000,2,4,0
61391000,3,4,1
61392000,1,2,1
61393000,1,4,0
61394000,1,3,0
61395000,1,3,1
61396000,3,4,1
61397000,2,4,1
61398000,1,4,0
61399000,2,3,1
61400000,1,3,1
61401000,2,3,1
61402000,1,3,0
61403000,1,4,1
61404000,2,4,1
61405000,1,3,1
61406000,2,4,1
61407000,2,3,1
61408000,1,4,1
61409000,2,4,1
61410000,2,3,1
61411000,2,3,1
61412000,1,2,0
61413000,2,4,0
61414000,2,4,0
61415000,1,4,0
61416000,1,3,1
61417000,1,4,0
61418000,1,2,1
61419000,1,2,1
61420000,1,3,1
61421000,1,4,0
61422000,3,4,1
61423000,1,4,0
61424000,2,3,0
61425000,1,3,0
61426000,1,2,1
61427000,1,3,0
61428000,2,4,1
61429000,1,4,0
61430000,1,2,0
61431000,1,2,0
61432000,3,4,1
61433000,2,4,0
61434000,2,4,1
61435000,3,4,1
61436000,3,4,1
61437000,1,4,1
61438000,1,3,1
61439000,1,4,1
61440000,2,4,1
61441000,3,4,1
61442000,1,4,0
61443000,2,3,1
61444000,2,4,1
61445000,1,3,1
61446000,1,2,1
61447000,3,4,0
61448000,1,4,0
61449000,2,4,0
61450000,1,3,1
61451000,1,2,1
61452000,2,3,1
61453000,3,4,1
61454000,2,3,0
61455000,3,4,1
61456000,2,4,1
61457000,1,2,0
61458000,1,2,1
61459000,2,3,1
61460000,1,2,1
61461000,2,4,1
61462000,1,2,1
61463000,2,4,1
61464000,2,3,1
61465000,2,3,1
61466000,1,4,1
61467000,1,4,1
61468000,3,4,1
61469000,2,3,1
61470000,1,4,1
61471000,3,4,1
61472000,3,4,1
61473000,1,4,1
61474000,2,3,1
61475000,1,4,1
61476000,2,3,1
61477000,3,4,0
61478000,1,4,0
61479000,1,2,1
61480000,2,4,1
61481000,2,3,1
61482000,2,4,1
61483000,2,4,0
61484000,1,4,1
61485000,1,3,1
61486000,3,4,0
61487000,2,4,1
61488000,3,4,0
61489000,2,3,1
61490000,2,4,1
61491000,1,3,1
61492000,1,4,1
61493000,2,4,1
61494000,2,3,1
61495000,1,4,1
61496000,1,3,1
61497000,2,3,1
61498000,1,4,0
61499000,1,4,1
61500000,1,3,0
61501000,2,3,1
61502000,1,2,1
61503000,1,4,1
61504000,3,4,1
61505000,1,2,1
61506000,2,3,1
61507000,1,2,1
61508000,2,3,1
61509000,2,4,1
61510000,1,3,0
61511000,1,2,1
61512000,1,2,1
61513000,1,4,0
61514000,1,3,0
61515000,2,3,1
61516000,1,3,1
61517000,3,4,0
61518000,2,3,1
61519000,3,4,1
61520000,2,4,1
61521000,1,2,1
61522000,3,4,1
61523000,1,2,1
61524000,1,4,0
61525000,3,4,0
61526000,1,3,1
61527000,3,4,0
61528000,1,3,1
61529000,1,3,1
61530000,1,2,1
61531000,3,4,0
61532000,2,4,1
61533000,2,4,1
61534000,2,3,1
61535000,3,4,1
61536000,2,4,0
61537000,2,4,1
61538000,3,4,1
61539000,1,2,1
61540000,1,3,1
61541000,2,3,1
61542000,2,3,1
61543000,3,4,1
61544000,1,2,1
61545000,2,3,1
61546000,2,3,1
61547000,1,3,0
61548000,3,4,1
61549000,3,4,1
61550000,2,4,0
61551000,1,2,1
61552000,3,4,1
61553000,2,4,1
61554000,2,4,1
61555000,2,4,1
61556000,2,3,1
61557000,1,3,1
61558000,1,2,1
61559000,1,4,1
61560000,1,3,1
61561000,1,2,1
61562000,1,3,1
61563000,2,3,1
61564000,2,4,0
61565000,2,4,1
61566000,2,4,1
61567000,3,4,1
61568000,2,4,1
61569000,3,4,1
61570000,2,3,1
61571000,1,3,0
61572000,2,4,0
61573000,1,2,1
61574000,2,4,0
61575000,1,2,1
61576000,2,4,1
61577000,2,3,1
61578000,1,4,1
61579000,3,4,1
61580000,1,2,1
61581000,3,4,0
61582000,1,3,1
61583000,1,2,1
61584000,2,4,1
61585000,1,2,1
61586000,1,3,1
61587000,1,4,1
61588000,2,3,1
61589000,1,4,0
61590000,1,3,0
61591000,3,4,1
61592000,2,4,0
61593000,2,4,0
61594000,2,4,0
61595000,1,2,1
61596000,1,2,1
61597000,2,4,1
61598000,3,4,1
61599000,3,4,1
61600000,3,4,0
61601000,1,2,0
61602000,2,3,1
61603000,1,3,0
61604000,1,3,1
61605000,2,3,1
61606000,2,4,0
61607000,1,2,1
61608000,1,2,0
61609000,2,4,1
61610000,3,4,1
61611000,3,4,1
61612000,2,4,1
61613000,2,4,1
61614000,3,4,1
61615000,2,3,1
61616000,2,4,1
61617000,1,2,1
61618000,1,3,0
61619000,2,4,0
61620000,1,2,0
61621000,1,3,0
61622000,3,4,1
61623000,1,4,0
61624000,2,3,1
61625000,2,3,1
61626000,3,4,1
61627000,3,4,1
61628000,2,4,1
61629000,2,4,1
61630000,2,4,0
61631000,2,3,1
61632000,1,3,0
61633000,2,4,1
61634000,3,4,1
61635000,3,4,1
61636000,1,2,0
61637000,1,2,1
61638000,1,4,1
61639000,2,3,0
61640000,2,4,0
61641000,3,4,1
61642000,2,4,0
61643000,2,4,0
61644000,1,4,1
61645000,2,3,1
61646000,2,3,1
61647000,3,4,1
61648000,1,2,1
61649000,1,2,1
61650000,1,3,1
61651000,2,3,0
61652000,2,4,1
61653000,2,3,1
61654000,1,3,1
61655000,3,4,1
61656000,3,4,0
61657000,2,3,1
61658000,3,4,1
61659000,2,3,1
61660000,3,4,0
61661000,1,4,0
61662000,2,4,1
61663000,3,4,0
61664000,1,2,1
61665000,1,4,1
61666000,2,4,0
61667000,1,2,1
61668000,1,4,1
61669000,2,4,1
61670000,1,3,1
61671000,2,3,0
61672000,1,2,1
61673000,1,4,1
61674000,2,3,1
61675000,3,4,1
61676000,1,2,1
61677000,1,4,1
61678000,3,4,1
61679000,1,3,1
61680000,2,3,1
61681000,2,3,1
61682000,1,4,0
61683000,3,4,1
61684000,3,4,0
61685000,1,3,1
61686000,1,2,1
61687000,1,4,1
61688000,1,4,0
61689000,2,3,1
61690000,2,4,1
61691000,2,4,1
61692000,1,3,1
61693000,2,4,1
61694000,3,4,1
61695000,1,3,0
61696000,1,3,1
61697000,2,3,1
61698000,1,4,1
61699000,2,4,0
61700000,1,2,1
61701000,2,3,1
61702000,3,4,1
61703000,2,3,0
61704000,2,3,1
61705000,1,4,1
61706000,3,4,1
61707000,3,4,1
61708000,1,3,1
61709000,2,3,1
61710000,1,2,1
61711000,1,3,1
61712000,1,3,1
61713000,1,3,1
61714000,2,4,1
61715000,1,2,1
61716000,1,3,1
61717000,1,3,1
61718000,3,4,1
61719000,1,4,0
61720000,2,3,1
61721000,1,2,0
61722000,1,4,1
61723000,1,2,1
61724000,1,4,1
61725000,3,4,1
61726000,2,3,1
61727000,3,4,1
61728000,2,3,1
61729000,2,4,1
61730000,1,3,1
61731000,1,2,1
61732000,3,4,1
61733000,2,4,1
61734000,3,4,1
61735000,3,4,0
61736000,2,4,1
61737000,1,2,1
61738000,2,4,0
61739000,1,2,1
61740000,3,4,1
61741000,1,2,1
61742000,1,2,1
61743000,2,3,1
61744000,2,4,1
61745000,3,4,1
61746000,2,3,1
61747000,1,3,1
61748000,1,2,1
61749000,1,2,1
61750000,1,4,1
61751000,2,3,1
61752000,2,4,1
61753000,2,4,1
61754000,1,4,1
61755000,2,3,0
61756000,1,3,1
61757000,1,4,1
61758000,2,3,1
61759000,3,4,0
61760000,3,4,1
61761000,2,3,0
61762000,3,4,1
61763000,2,3,0
61764000,3,4,1
61765000,1,4,1
