"","binomial","id_no","kingdom","phylum","class","order_","family","genus","category","binomialul","area","mainlandarea"
"157","Alticola roylei","954","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Alticola","NT","Alticola_roylei",38435.4135238971,38435.4135238971
"158","Alticola semicanus","955","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Alticola","LC","Alticola_semicanus",671213.974957745,671213.974957745
"159","Alticola stoliczkanus","956","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Alticola","LC","Alticola_stoliczkanus",2306359.62719331,2306359.62719331
"160","Alticola strelzowi","958","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Alticola","LC","Alticola_strelzowi",441285.294805403,441285.294805403
"161","Alticola tuvinicus","959","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Alticola","LC","Alticola_tuvinicus",134541.194887071,134541.194887071
"162","Amblysomus corriae","62006","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Amblysomus","NT","Amblysomus_corriae",50632.8310452671,50480.5087735321
"163","Amblysomus hottentotus","41316","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Amblysomus","LC","Amblysomus_hottentotus",212483.168634476,212165.539908487
"164","Amblysomus marleyi","62007","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Amblysomus","EN","Amblysomus_marleyi",1402.68275589596,1402.68275589596
"165","Amblysomus robustus","62008","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Amblysomus","VU","Amblysomus_robustus",1734.94754040466,1734.94754040466
"166","Amblysomus septentrionalis","62009","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Amblysomus","NT","Amblysomus_septentrionalis",33034.0082622204,33034.0082622204
"167","Ametrida centurio","1137","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Ametrida","LC","Ametrida_centurio",5766469.12038685,5756696.48756285
"168","Ammodillus imbellis","1140","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Ammodillus","DD","Ammodillus_imbellis",210233.709612837,210233.709612837
"169","Ammodorcas clarkei","1141","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Ammodorcas","VU","Ammodorcas_clarkei",93566.4814857788,93566.4814857788
"170","Ammospermophilus harrisii","42399","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Ammospermophilus","LC","Ammospermophilus_harrisii",269488.40992166,269456.022924481
"171","Ammospermophilus interpres","42451","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Ammospermophilus","LC","Ammospermophilus_interpres",312449.218543254,312449.218543254
"172","Ammospermophilus leucurus","42452","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Ammospermophilus","LC","Ammospermophilus_leucurus",990844.097254557,989640.800030526
"173","Ammospermophilus nelsoni","1149","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Ammospermophilus","EN","Ammospermophilus_nelsoni",16430.668100286,16430.668100286
"174","Ammotragus lervia","1151","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Ammotragus","VU","Ammotragus_lervia",1416965.89362037,1416838.88211875
"175","Amorphochilus schnablii","1154","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","FURIPTERIDAE","Amorphochilus","VU","Amorphochilus_schnablii",178408.336404783,175742.425407779
"176","Anathana ellioti","39593","ANIMALIA","CHORDATA","MAMMALIA","SCANDENTIA","TUPAIIDAE","Anathana","LC","Anathana_ellioti",1366073.82400388,1364721.14784188
"177","Andalgalomys olrogi","1264","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Andalgalomys","LC","Andalgalomys_olrogi",57114.9344296053,57114.9344296053
"178","Andalgalomys pearsoni","1265","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Andalgalomys","LC","Andalgalomys_pearsoni",139008.134266947,139008.134266947
"179","Andinomys edax","1271","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Andinomys","LC","Andinomys_edax",228613.140656623,228613.140656623
"180","Anisomys imitator","1307","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Anisomys","LC","Anisomys_imitator",181682.711473882,0
"181","Anomalurus beecrofti","44857","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ANOMALURIDAE","Anomalurus","LC","Anomalurus_beecrofti",3245229.51619198,3241256.93766118
"182","Anomalurus derbianus","1550","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ANOMALURIDAE","Anomalurus","LC","Anomalurus_derbianus",5752727.17396624,5749017.8646629
"183","Anomalurus pelii","1551","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ANOMALURIDAE","Anomalurus","DD","Anomalurus_pelii",242873.022696306,242585.488099718
"184","Anomalurus pusillus","1553","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ANOMALURIDAE","Anomalurus","LC","Anomalurus_pusillus",573139.913552259,573028.722732377
"185","Anonymomys mindorensis","1559","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Anonymomys","DD","Anonymomys_mindorensis",594.231180058088,0
"186","Anoura aequatoris","88109381","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC","Anoura_aequatoris",528124.154959511,528124.052414104
"187","Anoura cadenai","88109476","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","DD","Anoura_cadenai",16033.9544383594,16033.9544383594
"188","Anoura caudifer","88108473","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC","Anoura_caudifer",5940468.23578694,5937084.69119654
"189","Anoura cultrata","1566","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC","Anoura_cultrata",757500.042424324,757376.87836047
"190","Anoura fistulata","136239","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","DD","Anoura_fistulata",77115.2843244842,77115.2843244842
"191","Anoura geoffroyi","88109511","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC","Anoura_geoffroyi",8203646.83232859,8184976.18073063
"192","Anoura latidens","1568","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC","Anoura_latidens",710044.889280558,710023.426672173
"193","Anoura luismanueli","1569","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC","Anoura_luismanueli",80298.6045860187,80298.6045860187
"194","Anoura peruana","88109497","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Anoura","LC","Anoura_peruana",1196987.33553566,1193405.8434441
"195","Anourosorex assamensis","136802","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Anourosorex","LC","Anourosorex_assamensis",17603.520297092,17603.520297092
"196","Anourosorex schmidi","136589","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Anourosorex","DD","Anourosorex_schmidi",7900.24827927334,7900.24827927334
"197","Anourosorex squamipes","41450","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Anourosorex","LC","Anourosorex_squamipes",1189018.88744249,1189018.88744249
"198","Anourosorex yamashinai","136257","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Anourosorex","LC","Anourosorex_yamashinai",34157.0227076443,0
"199","Antechinomys laniger","1581","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinomys","LC","Antechinomys_laniger",2438423.41887433,2438423.41887433
"200","Antechinus adustus","136555","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_adustus",4920.26845248891,4920.26845248891
"201","Antechinus agilis","1590","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_agilis",163654.96527635,163354.48013877
"202","Antechinus bellus","40523","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","VU","Antechinus_bellus",20577.8338522919,20205.5674331599
"203","Antechinus flavipes","40524","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_flavipes",1008801.54936074,1007893.29112109
"204","Antechinus godmani","1583","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_godmani",3599.52159244171,3599.52159244171
"205","Antechinus leo","1584","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_leo",4393.22105377151,4331.142838069
"206","Antechinus minimus","40525","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_minimus",76275.7085916421,9589.11607103122
"207","Antechinus stuartii","40526","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_stuartii",118336.847271858,117948.038958038
"208","Antechinus subtropicus","136755","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_subtropicus",9618.05195267545,9615.97890614292
"209","Antechinus swainsonii","41508","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","Antechinus_swainsonii",314283.026556524,259836.913731772
"210","Anthops ornatus","1620","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Anthops","DD","Anthops_ornatus",21294.8518122225,0
"211","Antidorcas marsupialis","1676","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Antidorcas","LC","Antidorcas_marsupialis",1950012.85472433,1949203.4105966
"212","Antilocapra americana","1677","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","ANTILOCAPRIDAE","Antilocapra","LC","Antilocapra_americana",2002807.08073183,2002700.56163999
"213","Antilope cervicapra","1681","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Antilope","LC","Antilope_cervicapra",1754050.9073258,1751587.55278365
"214","Antrozous pallidus","1790","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Antrozous","LC","Antrozous_pallidus",4367598.17085561,4255599.84535821
"215","Aotus azarae","41539","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","LC","Aotus_azarae",3156514.71084883,3153436.31154212
"216","Aotus brumbacki","39915","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","VU","Aotus_brumbacki",123963.782801682,123963.782801682
"217","Aotus griseimembra","1807","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","VU","Aotus_griseimembra",234087.454192912,233787.389350112
"218","Aotus jorgehernandezi","136211","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","DD","Aotus_jorgehernandezi",1186.23987197638,1186.23987197638
"219","Aotus lemurinus","1808","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","VU","Aotus_lemurinus",177191.552029186,177191.552029186
"220","Aotus miconax","1802","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","EN","Aotus_miconax",27618.6506219338,27618.6506219338
"221","Aotus nancymaae","41540","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","VU","Aotus_nancymaae",492727.878456357,492727.878456357
"222","Aotus nigriceps","41542","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","LC","Aotus_nigriceps",1569879.01783048,1569879.01783048
"223","Aotus trivirgatus","41543","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","LC","Aotus_trivirgatus",752044.959398061,752044.959398061
"224","Aotus vociferans","41544","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","LC","Aotus_vociferans",1054332.87408891,1054332.87408891
"225","Aotus zonalis","39953","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","AOTIDAE","Aotus","DD","Aotus_zonalis",154691.811806816,153885.819396798
"226","Aplodontia rufa","1869","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","APLODONTIIDAE","Aplodontia","LC","Aplodontia_rufa",245471.870009921,244828.441721691
"227","Apodemus agrarius","1888","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_agrarius",11531272.5134746,11483684.2228926
"228","Apodemus alpicola","1907","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_alpicola",110824.156211518,110824.156211518
"229","Apodemus argenteus","42642","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_argenteus",366528.074549072,0
"230","Apodemus avicennicus","45953906","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","DD","Apodemus_avicennicus",311.626713773788,311.626713773788
"231","Apodemus chevrieri","1890","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_chevrieri",720401.612500566,720401.612500566
"232","Apodemus draco","1891","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_draco",1798566.21876669,1798489.45514898
"233","Apodemus epimelas","136816","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_epimelas",174107.252013646,146224.442112347
"234","Apodemus flavicollis","1892","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_flavicollis",6066923.38201649,5864927.83021275
"235","Apodemus gurkha","1894","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_gurkha",12707.0595334296,12707.0595334296
"236","Apodemus hyrcanicus","1896","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","NT","Apodemus_hyrcanicus",48562.5975264724,47848.5488546331
"237","Apodemus latronum","1897","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_latronum",536889.578629916,536889.578629916
"238","Apodemus mystacinus","1898","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_mystacinus",804373.389918977,793537.80911104
"239","Apodemus pallipes","1906","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_pallipes",783302.527409803,783302.527409803
"240","Apodemus peninsulae","1899","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_peninsulae",8904776.96642287,8758194.03345985
"241","Apodemus ponticus","1900","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_ponticus",347630.588170186,346985.239044111
"242","Apodemus rusiges","1901","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_rusiges",112760.37334288,112760.37334288
"243","Apodemus semotus","1902","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_semotus",33914.8951154496,0
"244","Apodemus speciosus","1903","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_speciosus",368742.872189873,0
"245","Apodemus sylvaticus","1904","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_sylvaticus",5002125.34125128,4470258.42596919
"246","Apodemus uralensis","1905","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_uralensis",7246039.0361261,7241602.82747788
"247","Apodemus witherbyi","135724","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apodemus","LC","Apodemus_witherbyi",1580976.99355294,1574717.16464315
"248","Apomys abrae","42643","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_abrae",12463.631381316,0
"249","Apomys aurorae","45953968","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_aurorae",1386.23689798439,0
"250","Apomys banahao","45953973","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_banahao",61.4725256605349,0
"251","Apomys brownorum","45953976","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","DD","Apomys_brownorum",14.4303485084217,0
"252","Apomys camiguinensis","136362","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","VU","Apomys_camiguinensis",73.7155368444866,0
"253","Apomys datae","1910","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_datae",11591.3186986372,0
"254","Apomys gracilirostris","1917","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_gracilirostris",571.340255305389,0
"255","Apomys hylocetes","1911","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_hylocetes",4399.29348226784,0
"256","Apomys insignis","1912","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_insignis",94959.7321752521,0
"257","Apomys iridensis","112139458","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_iridensis",2152.63912722486,0
"258","Apomys littoralis","1913","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","DD","Apomys_littoralis",7898.75763702862,0
"259","Apomys lubangensis","112139517","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_lubangensis",246.559669144704,0
"260","Apomys magnus","45953979","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_magnus",112.938790307965,0
"261","Apomys microdon","1914","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_microdon",61956.393581967,0
"262","Apomys minganensis","45953991","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_minganensis",1108.01632896569,0
"263","Apomys musculus","1915","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_musculus",47774.0319955345,0
"264","Apomys sacobianus","1916","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_sacobianus",951.477070150717,0
"265","Apomys sierrae","45954010","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_sierrae",9653.98023072201,0
"266","Apomys zambalensis","45954013","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Apomys","LC","Apomys_zambalensis",3634.306066235,0
"267","Aproteles bulmerae","1933","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Aproteles","CR","Aproteles_bulmerae",48.1553272116055,0
"268","Arabitragus jayakari","9918","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Arabitragus","EN","Arabitragus_jayakari",24654.7265235513,24654.7264607391
"269","Arborimus albipes","2017","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Arborimus","LC","Arborimus_albipes",77753.3686130515,77530.5762575429
"270","Arborimus longicaudus","42615","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Arborimus","NT","Arborimus_longicaudus",54110.7673122349,54040.7738144209
"271","Arborimus pomo","2018","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Arborimus","NT","Arborimus_pomo",22003.9779392404,21868.225738652
"272","Archboldomys luzonensis","2045","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Archboldomys","VU","Archboldomys_luzonensis",22.211298437602,0
"273","Archboldomys maximus","45954066","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Archboldomys","DD","Archboldomys_maximus",34.6577782663984,0
"274","Arctictis binturong","41690","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","VIVERRIDAE","Arctictis","VU","Arctictis_binturong",2947469.92318094,1701537.05237457
"275","Arctocebus aureus","2053","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LORISIDAE","Arctocebus","LC","Arctocebus_aureus",667484.142052858,667190.725090039
"276","Arctocebus calabarensis","2054","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LORISIDAE","Arctocebus","NT","Arctocebus_calabarensis",148440.251390172,147872.363558958
"277","Arctogalidia trivirgata","41691","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","VIVERRIDAE","Arctogalidia","LC","Arctogalidia_trivirgata",2539704.35899634,1349238.14670472
"278","Arctonyx albogularis","70206273","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Arctonyx","LC","Arctonyx_albogularis",3862905.79436204,3858741.02799193
"279","Arctonyx collaris","70205537","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Arctonyx","VU","Arctonyx_collaris",1373282.68155354,1367917.39788291
"280","Arctonyx hoevenii","70205771","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Arctonyx","LC","Arctonyx_hoevenii",98102.5334412513,0
"281","Ardops nichollsi","2089","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Ardops","LC","Ardops_nichollsi",4742.70697079994,0
"282","Arielulus aureocollaris","40031","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Arielulus","LC","Arielulus_aureocollaris",2503.21026537949,2503.21026537949
"283","Arielulus circumdatus","41534","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Arielulus","LC","Arielulus_circumdatus",170888.041979507,157465.742538294
